Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name
1	205504595	205532793	CDK18	HGNC Symbol
1	205504595	205532793	CDK18	HGNC Symbol
1	161304735	161309968	MPZ	HGNC Symbol
1	161304735	161309968	MPZ	HGNC Symbol
1	158544550	158554405	OR6Y1	HGNC Symbol
1	158544550	158554405	OR6Y1	HGNC Symbol
1	158544550	158554405	OR6Y1	HGNC Symbol
1	158560606	158570580	OR6P1	HGNC Symbol
1	158560606	158570580	OR6P1	HGNC Symbol
1	34166883	34219131	C1orf94	HGNC Symbol
1	34166883	34219131	C1orf94	HGNC Symbol
1	158605268	158612514	OR10Z1	HGNC Symbol
1	158605268	158612514	OR10Z1	HGNC Symbol
1	158610706	158686715	SPTA1	HGNC Symbol
1	161364731	161367874	CFAP126	HGNC Symbol
1	161314257	161375340	SDHC	HGNC Symbol
1	161314257	161375340	SDHC	HGNC Symbol
1	161314257	161375340	SDHC	HGNC Symbol
1	161314257	161375340	SDHC	HGNC Symbol
1	161314257	161375340	SDHC	HGNC Symbol
1	174448074	174449545	GPR52	HGNC Symbol
1	179550539	179575952	NPHS2	HGNC Symbol
1	179550539	179575952	NPHS2	HGNC Symbol
1	168540768	168543997	XCL2	HGNC Symbol
1	174159410	174995308	RABGAP1L	HGNC Symbol
1	174159410	174995308	RABGAP1L	HGNC Symbol
1	174159410	174995308	RABGAP1L	HGNC Symbol
1	174159410	174995308	RABGAP1L	HGNC Symbol
1	174159410	174995308	RABGAP1L	HGNC Symbol
1	174159410	174995308	RABGAP1L	HGNC Symbol
1	207496147	207641765	CR1	HGNC Symbol
1	207496147	207641765	CR1	HGNC Symbol
1	179365720	179554735	AXDND1	HGNC Symbol
1	168576605	168582069	XCL1	HGNC Symbol
1	33145399	33182059	TRIM62	HGNC Symbol
1	33145399	33182059	TRIM62	HGNC Symbol
1	15941869	15976132	ZBTB17	HGNC Symbol
1	15941869	15976132	ZBTB17	HGNC Symbol
1	15941869	15976132	ZBTB17	HGNC Symbol
1	228149930	228159826	GJC2	HGNC Symbol
1	228165804	228182257	IBA57	HGNC Symbol
1	168695468	168729206	DPT	HGNC Symbol
1	158699678	158700652	OR6K2	HGNC Symbol
1	16004236	16008807	SRARP	HGNC Symbol
1	158716327	158720720	OR6K3	HGNC Symbol
1	158747814	158772195	OR6N1	HGNC Symbol
1	158747814	158772195	OR6N1	HGNC Symbol
1	158754720	158755891	OR6K6	HGNC Symbol
1	33256492	33300719	ZNF362	HGNC Symbol
1	33256492	33300719	ZNF362	HGNC Symbol
1	145607988	145670650	GPR89A	HGNC Symbol
1	145607988	145670650	GPR89A	HGNC Symbol
1	145607988	145670650	GPR89A	HGNC Symbol
1	34759740	34762327	GJB4	HGNC Symbol
1	244835616	244845057	COX20	HGNC Symbol
1	244835616	244845057	COX20	HGNC Symbol
1	34755047	34758512	GJB5	HGNC Symbol
1	34792999	34795747	GJA4	HGNC Symbol
1	11273206	11296049	UBIAD1	HGNC Symbol
1	11273206	11296049	UBIAD1	HGNC Symbol
1	34781214	34786369	GJB3	HGNC Symbol
1	34781214	34786369	GJB3	HGNC Symbol
1	244840638	244864560	HNRNPU	HGNC Symbol
1	244840638	244864560	HNRNPU	HGNC Symbol
1	34712737	34859755	SMIM12	HGNC Symbol
1	34712737	34859755	SMIM12	HGNC Symbol
1	34712737	34859755	SMIM12	HGNC Symbol
1	34712737	34859755	SMIM12	HGNC Symbol
1	34712737	34859755	SMIM12	HGNC Symbol
1	154582057	154628013	ADAR	HGNC Symbol
1	154582057	154628013	ADAR	HGNC Symbol
1	154582057	154628013	ADAR	HGNC Symbol
1	154582057	154628013	ADAR	HGNC Symbol
1	154582057	154628013	ADAR	HGNC Symbol
1	154582057	154628013	ADAR	HGNC Symbol
1	154582057	154628013	ADAR	HGNC Symbol
1	93561741	93847150	BCAR3	HGNC Symbol
1	93561741	93847150	BCAR3	HGNC Symbol
1	93561741	93847150	BCAR3	HGNC Symbol
1	93561741	93847150	BCAR3	HGNC Symbol
1	93561741	93847150	BCAR3	HGNC Symbol
1	228208063	228378876	OBSCN	HGNC Symbol
1	228208063	228378876	OBSCN	HGNC Symbol
1	228208063	228378876	OBSCN	HGNC Symbol
1	228208063	228378876	OBSCN	HGNC Symbol
1	228208063	228378876	OBSCN	HGNC Symbol
1	16018875	16034050	CLCNKA	HGNC Symbol
1	16018875	16034050	CLCNKA	HGNC Symbol
1	16018875	16034050	CLCNKA	HGNC Symbol
1	109213918	109238182	SARS	HGNC Symbol
1	109213918	109238182	SARS	HGNC Symbol
1	212830141	212847649	SPATA45	HGNC Symbol
1	33306766	33321098	A3GALT2	HGNC Symbol
1	33323623	33431052	PHC2	HGNC Symbol
1	33323623	33431052	PHC2	HGNC Symbol
1	33323623	33431052	PHC2	HGNC Symbol
1	16014028	16019594	HSPB7	HGNC Symbol
1	16014028	16019594	HSPB7	HGNC Symbol
1	16014028	16019594	HSPB7	HGNC Symbol
1	16014028	16019594	HSPB7	HGNC Symbol
1	16014028	16019594	HSPB7	HGNC Symbol
1	151759647	151763496	MRPL9	HGNC Symbol
1	151759647	151763496	MRPL9	HGNC Symbol
1	158774222	158781204	OR6N2	HGNC Symbol
1	158774222	158781204	OR6N2	HGNC Symbol
1	151770107	151791416	TDRKH	HGNC Symbol
1	151770107	151791416	TDRKH	HGNC Symbol
1	151770107	151791416	TDRKH	HGNC Symbol
1	151770107	151791416	TDRKH	HGNC Symbol
1	151770107	151791416	TDRKH	HGNC Symbol
1	212858275	212899363	FLVCR1	HGNC Symbol
1	169367970	169396540	BLZF1	HGNC Symbol
1	169367970	169396540	BLZF1	HGNC Symbol
1	169367970	169396540	BLZF1	HGNC Symbol
1	34865436	34929650	DLGAP3	HGNC Symbol
1	34865436	34929650	DLGAP3	HGNC Symbol
1	169394870	169460669	CCDC181	HGNC Symbol
1	169394870	169460669	CCDC181	HGNC Symbol
1	169394870	169460669	CCDC181	HGNC Symbol
1	169105697	169132722	ATP1B1	HGNC Symbol
1	169105697	169132722	ATP1B1	HGNC Symbol
1	165724293	165827755	TMCO1	HGNC Symbol
1	165724293	165827755	TMCO1	HGNC Symbol
1	169132531	169367948	NME7	HGNC Symbol
1	169132531	169367948	NME7	HGNC Symbol
1	165827614	165911618	UCK2	HGNC Symbol
1	165827614	165911618	UCK2	HGNC Symbol
1	24631716	24673281	SRRM1	HGNC Symbol
1	172659103	172666876	FASLG	HGNC Symbol
1	172659103	172666876	FASLG	HGNC Symbol
1	94896949	94927223	CNN3	HGNC Symbol
1	94896949	94927223	CNN3	HGNC Symbol
1	94896949	94927223	CNN3	HGNC Symbol
1	34986165	35031945	ZMYM6	HGNC Symbol
1	151762899	151771334	OAZ3	HGNC Symbol
1	151762899	151771334	OAZ3	HGNC Symbol
1	151762899	151771334	OAZ3	HGNC Symbol
1	151762899	151771334	OAZ3	HGNC Symbol
1	34981535	34985353	TMEM35B	HGNC Symbol
1	93866284	93879918	DNTTIP2	HGNC Symbol
1	173039960	173050963	TNFSF18	HGNC Symbol
1	93885199	93909456	GCLM	HGNC Symbol
1	93885199	93909456	GCLM	HGNC Symbol
1	207645113	207738416	CR1L	HGNC Symbol
1	205568885	205602918	MFSD4A	HGNC Symbol
1	205597556	205631962	ELK4	HGNC Symbol
1	205597556	205631962	ELK4	HGNC Symbol
1	205597556	205631962	ELK4	HGNC Symbol
1	33472645	33496507	ZSCAN20	HGNC Symbol
1	161524540	161526894	HSPA6	HGNC Symbol
1	161541759	161550737	FCGR3A	HGNC Symbol
1	161541759	161550737	FCGR3A	HGNC Symbol
1	161541759	161550737	FCGR3A	HGNC Symbol
1	161541759	161550737	FCGR3A	HGNC Symbol
1	212950520	212992037	VASH2	HGNC Symbol
1	212950520	212992037	VASH2	HGNC Symbol
1	212950520	212992037	VASH2	HGNC Symbol
1	212950520	212992037	VASH2	HGNC Symbol
1	212950520	212992037	VASH2	HGNC Symbol
1	201380838	201399915	LAD1	HGNC Symbol
1	161505430	161524013	FCGR2A	HGNC Symbol
1	161505430	161524013	FCGR2A	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	201359008	201377764	TNNT2	HGNC Symbol
1	1659529	1692728	SLC35E2B	HGNC Symbol
1	1659529	1692728	SLC35E2B	HGNC Symbol
1	166057426	166166969	FAM78B	HGNC Symbol
1	166057426	166166969	FAM78B	HGNC Symbol
1	166057426	166166969	FAM78B	HGNC Symbol
1	179591613	179691272	TDRD5	HGNC Symbol
1	179591613	179691272	TDRD5	HGNC Symbol
1	179591613	179691272	TDRD5	HGNC Symbol
1	94974405	95072951	ALG14	HGNC Symbol
1	173183731	173207331	TNFSF4	HGNC Symbol
1	173183731	173207331	TNFSF4	HGNC Symbol
1	173477330	173488815	PRDX6	HGNC Symbol
1	207321376	207386804	CD55	HGNC Symbol
1	207321376	207386804	CD55	HGNC Symbol
1	207321376	207386804	CD55	HGNC Symbol
1	207321376	207386804	CD55	HGNC Symbol
1	207321376	207386804	CD55	HGNC Symbol
1	24745382	24844321	CLIC4	HGNC Symbol
1	24745382	24844321	CLIC4	HGNC Symbol
1	150487364	150507609	TARS2	HGNC Symbol
1	150487364	150507609	TARS2	HGNC Symbol
1	150487364	150507609	TARS2	HGNC Symbol
1	119648411	119744226	PHGDH	HGNC Symbol
1	119648411	119744226	PHGDH	HGNC Symbol
1	16985958	17011928	ATP13A2	HGNC Symbol
1	16985958	17011928	ATP13A2	HGNC Symbol
1	16985958	17011928	ATP13A2	HGNC Symbol
1	95117923	95247225	TMEM56-RWDD3	HGNC Symbol
1	95234210	95247225	RWDD3	HGNC Symbol
1	95234210	95247225	RWDD3	HGNC Symbol
1	95117355	95197607	TMEM56	HGNC Symbol
1	154272511	154275875	HAX1	HGNC Symbol
1	154272511	154275875	HAX1	HGNC Symbol
1	173609561	173669862	ANKRD45	HGNC Symbol
1	173500460	173603072	SLC9C2	HGNC Symbol
1	16974502	16980835	MFAP2	HGNC Symbol
1	16974502	16980835	MFAP2	HGNC Symbol
1	173596060	173669837	AL139142.2	Clone-based (Ensembl) gene
1	173635338	173637130	TEX50	HGNC Symbol
1	179743163	179816198	FAM163A	HGNC Symbol
1	45493866	45500079	CCDC163	HGNC Symbol
1	212992182	213015867	ANGEL2	HGNC Symbol
1	212992182	213015867	ANGEL2	HGNC Symbol
1	212992182	213015867	ANGEL2	HGNC Symbol
1	179839967	179877803	TOR1AIP2	HGNC Symbol
1	179839967	179877803	TOR1AIP2	HGNC Symbol
1	179839967	179877803	TOR1AIP2	HGNC Symbol
1	35032172	35115859	ZMYM1	HGNC Symbol
1	35032172	35115859	ZMYM1	HGNC Symbol
1	35032172	35115859	ZMYM1	HGNC Symbol
1	35032172	35115859	ZMYM1	HGNC Symbol
1	24899511	24965121	RUNX3	HGNC Symbol
1	24899511	24965121	RUNX3	HGNC Symbol
1	24899511	24965121	RUNX3	HGNC Symbol
1	173714941	173786692	KLHL20	HGNC Symbol
1	179882042	179925000	TOR1AIP1	HGNC Symbol
1	179882042	179925000	TOR1AIP1	HGNC Symbol
1	145670852	145708148	PDZK1	HGNC Symbol
1	145670852	145708148	PDZK1	HGNC Symbol
1	145670852	145708148	PDZK1	HGNC Symbol
1	145738868	145824095	RNF115	HGNC Symbol
1	145824088	145844402	POLR3C	HGNC Symbol
1	145719471	145739288	CD160	HGNC Symbol
1	145719471	145739288	CD160	HGNC Symbol
1	11479155	11537551	DISP3	HGNC Symbol
1	205657851	205680509	SLC45A3	HGNC Symbol
1	11654375	11663327	FBXO44	HGNC Symbol
1	11654375	11663327	FBXO44	HGNC Symbol
1	11654375	11663327	FBXO44	HGNC Symbol
1	11654375	11663327	FBXO44	HGNC Symbol
1	11654375	11663327	FBXO44	HGNC Symbol
1	11654375	11663327	FBXO44	HGNC Symbol
1	109249539	109275751	CELSR2	HGNC Symbol
1	207454230	207489895	CR2	HGNC Symbol
1	207454230	207489895	CR2	HGNC Symbol
1	11637018	11655785	FBXO2	HGNC Symbol
1	25222276	25232502	SYF2	HGNC Symbol
1	25222276	25232502	SYF2	HGNC Symbol
1	154697455	154870281	KCNN3	HGNC Symbol
1	154697455	154870281	KCNN3	HGNC Symbol
1	154697455	154870281	KCNN3	HGNC Symbol
1	173824653	173858808	DARS2	HGNC Symbol
1	35176378	35193145	SFPQ	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	207752057	207795513	CD46	HGNC Symbol
1	154924740	154936719	PMVK	HGNC Symbol
1	25242249	25338213	RSRP1	HGNC Symbol
1	154321090	154325325	AQP10	HGNC Symbol
1	235547685	235650754	GNG4	HGNC Symbol
1	235547685	235650754	GNG4	HGNC Symbol
1	235547685	235650754	GNG4	HGNC Symbol
1	235547685	235650754	GNG4	HGNC Symbol
1	235547685	235650754	GNG4	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	25272393	25330445	RHD	HGNC Symbol
1	45500300	45513382	MMACHC	HGNC Symbol
1	45500300	45513382	MMACHC	HGNC Symbol
1	45511036	45523047	PRDX1	HGNC Symbol
1	45511036	45523047	PRDX1	HGNC Symbol
1	154325553	154351304	ATP8B2	HGNC Symbol
1	154325553	154351304	ATP8B2	HGNC Symbol
1	173799550	173824720	CENPL	HGNC Symbol
1	173799550	173824720	CENPL	HGNC Symbol
1	173799550	173824720	CENPL	HGNC Symbol
1	154405193	154469450	IL6R	HGNC Symbol
1	154405193	154469450	IL6R	HGNC Symbol
1	154405193	154469450	IL6R	HGNC Symbol
1	173868082	173903549	ZBTB37	HGNC Symbol
1	173868082	173903549	ZBTB37	HGNC Symbol
1	173868082	173903549	ZBTB37	HGNC Symbol
1	173868082	173903549	ZBTB37	HGNC Symbol
1	109279556	109283186	PSRC1	HGNC Symbol
1	109279556	109283186	PSRC1	HGNC Symbol
1	109279556	109283186	PSRC1	HGNC Symbol
1	109279556	109283186	PSRC1	HGNC Symbol
1	109279556	109283186	PSRC1	HGNC Symbol
1	96721665	96823738	PTBP2	HGNC Symbol
1	96721665	96823738	PTBP2	HGNC Symbol
1	96721665	96823738	PTBP2	HGNC Symbol
1	96721665	96823738	PTBP2	HGNC Symbol
1	166839447	166856344	POGK	HGNC Symbol
1	166839447	166856344	POGK	HGNC Symbol
1	145848522	145859836	PIAS3	HGNC Symbol
1	1702379	1724357	CDK11A	HGNC Symbol
1	1702379	1724357	CDK11A	HGNC Symbol
1	1702379	1724357	CDK11A	HGNC Symbol
1	1702379	1724357	CDK11A	HGNC Symbol
1	145845630	145848954	NUDT17	HGNC Symbol
1	213051233	213274774	RPS6KC1	HGNC Symbol
1	213051233	213274774	RPS6KC1	HGNC Symbol
1	213051233	213274774	RPS6KC1	HGNC Symbol
1	213051233	213274774	RPS6KC1	HGNC Symbol
1	213051233	213274774	RPS6KC1	HGNC Symbol
1	213051233	213274774	RPS6KC1	HGNC Symbol
1	166856510	166876264	TADA1	HGNC Symbol
1	1724838	1745999	SLC35E2A	HGNC Symbol
1	1724838	1745999	SLC35E2A	HGNC Symbol
1	235661041	235883640	LYST	HGNC Symbol
1	150508062	150513789	ECM1	HGNC Symbol
1	150508062	150513789	ECM1	HGNC Symbol
1	150508062	150513789	ECM1	HGNC Symbol
1	213983181	214041502	PROX1	HGNC Symbol
1	213983181	214041502	PROX1	HGNC Symbol
1	179954773	180114875	CEP350	HGNC Symbol
1	109292365	109307011	MYBPHL	HGNC Symbol
1	169463909	169485944	SLC19A2	HGNC Symbol
1	169463909	169485944	SLC19A2	HGNC Symbol
1	166895711	166975540	ILDR2	HGNC Symbol
1	154944076	154956123	PBXIP1	HGNC Symbol
1	154944076	154956123	PBXIP1	HGNC Symbol
1	201403768	201429866	TNNI1	HGNC Symbol
1	201403768	201429866	TNNI1	HGNC Symbol
1	201403768	201429866	TNNI1	HGNC Symbol
1	169511953	169586588	F5	HGNC Symbol
1	235975830	236065109	NID1	HGNC Symbol
1	169588849	169630193	SELP	HGNC Symbol
1	119747996	119768905	HMGCS2	HGNC Symbol
1	119747996	119768905	HMGCS2	HGNC Symbol
1	27872543	27886685	THEMIS2	HGNC Symbol
1	27872543	27886685	THEMIS2	HGNC Symbol
1	27872543	27886685	THEMIS2	HGNC Symbol
1	27872543	27886685	THEMIS2	HGNC Symbol
1	35268967	35422058	ZMYM4	HGNC Symbol
1	45550543	45570049	AKR1A1	HGNC Symbol
1	45550543	45570049	AKR1A1	HGNC Symbol
1	45550543	45570049	AKR1A1	HGNC Symbol
1	201464383	201469237	PHLDA3	HGNC Symbol
1	201464383	201469237	PHLDA3	HGNC Symbol
1	97077743	97995000	DPYD	HGNC Symbol
1	97077743	97995000	DPYD	HGNC Symbol
1	214281102	214337131	SMYD2	HGNC Symbol
1	236142505	236221865	GPR137B	HGNC Symbol
1	236215555	236281985	ERO1B	HGNC Symbol
1	154962298	154974395	SHC1	HGNC Symbol
1	154962298	154974395	SHC1	HGNC Symbol
1	154962298	154974395	SHC1	HGNC Symbol
1	154962298	154974395	SHC1	HGNC Symbol
1	150574551	150579738	MCL1	HGNC Symbol
1	150574551	150579738	MCL1	HGNC Symbol
1	150574551	150579738	MCL1	HGNC Symbol
1	150549369	150560937	ADAMTSL4	HGNC Symbol
1	150549369	150560937	ADAMTSL4	HGNC Symbol
1	150549369	150560937	ADAMTSL4	HGNC Symbol
1	150549369	150560937	ADAMTSL4	HGNC Symbol
1	119794017	119811580	REG4	HGNC Symbol
1	119794017	119811580	REG4	HGNC Symbol
1	119794017	119811580	REG4	HGNC Symbol
1	214348700	214552449	PTPN14	HGNC Symbol
1	166975582	167022214	MAEL	HGNC Symbol
1	166975582	167022214	MAEL	HGNC Symbol
1	166975582	167022214	MAEL	HGNC Symbol
1	180154869	180204030	QSOX1	HGNC Symbol
1	180154869	180204030	QSOX1	HGNC Symbol
1	145866560	145885866	ANKRD35	HGNC Symbol
1	145866560	145885866	ANKRD35	HGNC Symbol
1	98661701	98760500	SNX7	HGNC Symbol
1	98661701	98760500	SNX7	HGNC Symbol
1	109309568	109397918	SORT1	HGNC Symbol
1	109309568	109397918	SORT1	HGNC Symbol
1	17018722	17054170	SDHB	HGNC Symbol
1	154957026	154963853	PYGO2	HGNC Symbol
1	236348257	236502915	EDARADD	HGNC Symbol
1	236348257	236502915	EDARADD	HGNC Symbol
1	228393673	228406835	TRIM11	HGNC Symbol
1	180269653	180502954	ACBD6	HGNC Symbol
1	180269653	180502954	ACBD6	HGNC Symbol
1	180230264	180278984	LHX4	HGNC Symbol
1	228407935	228416861	TRIM17	HGNC Symbol
1	228407935	228416861	TRIM17	HGNC Symbol
1	228407935	228416861	TRIM17	HGNC Symbol
1	228407935	228416861	TRIM17	HGNC Symbol
1	119893533	119896495	ADAM30	HGNC Symbol
1	207880972	207911402	CD34	HGNC Symbol
1	207880972	207911402	CD34	HGNC Symbol
1	31727117	31764893	ADGRB2	HGNC Symbol
1	31727117	31764893	ADGRB2	HGNC Symbol
1	98890245	99005032	PLPPR5	HGNC Symbol
1	98890245	99005032	PLPPR5	HGNC Symbol
1	201483530	201509456	CSRP1	HGNC Symbol
1	201483530	201509456	CSRP1	HGNC Symbol
1	201483530	201509456	CSRP1	HGNC Symbol
1	201483530	201509456	CSRP1	HGNC Symbol
1	145891208	145910111	ITGA10	HGNC Symbol
1	145891208	145910111	ITGA10	HGNC Symbol
1	228424845	228425325	HIST3H3	HGNC Symbol
1	228456979	228457873	HIST3H2A	HGNC Symbol
1	17066761	17119451	PADI2	HGNC Symbol
1	228458107	228460470	HIST3H2BB	HGNC Symbol
1	228487382	228496188	RNF187	HGNC Symbol
1	228487382	228496188	RNF187	HGNC Symbol
1	99263953	99309590	PLPPR4	HGNC Symbol
1	99263953	99309590	PLPPR4	HGNC Symbol
1	145964690	145978848	POLR3GL	HGNC Symbol
1	145964690	145978848	POLR3GL	HGNC Symbol
1	145911350	145918717	PEX11B	HGNC Symbol
1	145911350	145918717	PEX11B	HGNC Symbol
1	145959441	145964575	ANKRD34A	HGNC Symbol
1	145933423	145958017	LIX1L	HGNC Symbol
1	145917714	145927678	RBM8A	HGNC Symbol
1	145917714	145927678	RBM8A	HGNC Symbol
1	208022242	208244384	PLXNA2	HGNC Symbol
1	214603195	214664571	CENPF	HGNC Symbol
1	228735479	228746664	RHOU	HGNC Symbol
1	175010789	175023425	MRPS14	HGNC Symbol
1	174999163	175011715	CACYBP	HGNC Symbol
1	174999163	175011715	CACYBP	HGNC Symbol
1	174999163	175011715	CACYBP	HGNC Symbol
1	109399042	109426448	PSMA5	HGNC Symbol
1	109399042	109426448	PSMA5	HGNC Symbol
1	99646113	99694541	PALMD	HGNC Symbol
1	17205128	17246007	PADI1	HGNC Symbol
1	99708632	99766631	FRRS1	HGNC Symbol
1	229271062	229305894	RAB4A	HGNC Symbol
1	229271062	229305894	RAB4A	HGNC Symbol
1	119911553	120100779	NOTCH2	HGNC Symbol
1	1751232	1780457	NADK	HGNC Symbol
1	1751232	1780457	NADK	HGNC Symbol
1	1751232	1780457	NADK	HGNC Symbol
1	1751232	1780457	NADK	HGNC Symbol
1	109466546	109482134	SYPL2	HGNC Symbol
1	229305135	229305326	SPHAR	HGNC Symbol
1	167094045	167129165	DUSP27	HGNC Symbol
1	167094045	167129165	DUSP27	HGNC Symbol
1	167094045	167129165	DUSP27	HGNC Symbol
1	167052836	167166479	GPA33	HGNC Symbol
1	215005775	215237093	KCNK2	HGNC Symbol
1	215005775	215237093	KCNK2	HGNC Symbol
1	215005775	215237093	KCNK2	HGNC Symbol
1	109483479	109492804	ATXN7L2	HGNC Symbol
1	120150898	120176515	SEC22B	HGNC Symbol
1	45583846	45618904	NASP	HGNC Symbol
1	45583846	45618904	NASP	HGNC Symbol
1	45583846	45618904	NASP	HGNC Symbol
1	175067858	175148066	TNN	HGNC Symbol
1	31790422	31816051	SPOCD1	HGNC Symbol
1	31790422	31816051	SPOCD1	HGNC Symbol
1	31790422	31816051	SPOCD1	HGNC Symbol
1	17249098	17284233	PADI3	HGNC Symbol
1	175156986	175192999	KIAA0040	HGNC Symbol
1	175156986	175192999	KIAA0040	HGNC Symbol
1	175156986	175192999	KIAA0040	HGNC Symbol
1	35433492	35557950	KIAA0319L	HGNC Symbol
1	175315194	175743616	TNR	HGNC Symbol
1	175315194	175743616	TNR	HGNC Symbol
1	229321011	229343294	CCSAP	HGNC Symbol
1	229321011	229343294	CCSAP	HGNC Symbol
1	229431245	229434098	ACTA1	HGNC Symbol
1	201829149	201884291	IPO9	HGNC Symbol
1	35557473	35567274	NCDN	HGNC Symbol
1	35557473	35567274	NCDN	HGNC Symbol
1	35557473	35567274	NCDN	HGNC Symbol
1	27891524	27914746	RPA2	HGNC Symbol
1	27891524	27914746	RPA2	HGNC Symbol
1	201622885	201826969	NAV1	HGNC Symbol
1	201622885	201826969	NAV1	HGNC Symbol
1	229440259	229508341	NUP133	HGNC Symbol
1	1785285	1891117	GNB1	HGNC Symbol
1	1785285	1891117	GNB1	HGNC Symbol
1	1785285	1891117	GNB1	HGNC Symbol
1	209583714	209613939	CAMK1G	HGNC Symbol
1	209583714	209613939	CAMK1G	HGNC Symbol
1	1915108	1917296	CALML6	HGNC Symbol
1	1915108	1917296	CALML6	HGNC Symbol
1	215567304	215621807	KCTD3	HGNC Symbol
1	229516582	229558707	ABCB10	HGNC Symbol
1	161258745	161285450	PCP4L1	HGNC Symbol
1	158398522	158399466	OR10T2	HGNC Symbol
1	15807169	15809348	UQCRHL	HGNC Symbol
1	165662216	165698863	ALDH9A1	HGNC Symbol
1	173931214	174022297	RC3H1	HGNC Symbol
1	173931214	174022297	RC3H1	HGNC Symbol
1	173931214	174022297	RC3H1	HGNC Symbol
1	24556087	24609328	NCMAP	HGNC Symbol
1	15756607	15786594	FBLIM1	HGNC Symbol
1	15756607	15786594	FBLIM1	HGNC Symbol
1	15756607	15786594	FBLIM1	HGNC Symbol
1	15756607	15786594	FBLIM1	HGNC Symbol
1	207104233	207144972	C4BPA	HGNC Symbol
1	201283452	201332993	PKP1	HGNC Symbol
1	201283452	201332993	PKP1	HGNC Symbol
1	201283452	201332993	PKP1	HGNC Symbol
1	45340052	45343973	TOE1	HGNC Symbol
1	226631690	226739323	ITPKB	HGNC Symbol
1	226631690	226739323	ITPKB	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	24502351	24541040	RCAN3	HGNC Symbol
1	226548764	226609230	STUM	HGNC Symbol
1	150363091	150476566	RPRD2	HGNC Symbol
1	150363091	150476566	RPRD2	HGNC Symbol
1	179293714	179358680	SOAT1	HGNC Symbol
1	179293714	179358680	SOAT1	HGNC Symbol
1	179293714	179358680	SOAT1	HGNC Symbol
1	168178962	168202109	TIPRL	HGNC Symbol
1	168178962	168202109	TIPRL	HGNC Symbol
1	224227334	224330189	NVL	HGNC Symbol
1	224227334	224330189	NVL	HGNC Symbol
1	224227334	224330189	NVL	HGNC Symbol
1	224227334	224330189	NVL	HGNC Symbol
1	224227334	224330189	NVL	HGNC Symbol
1	196651878	196747504	CFH	HGNC Symbol
1	196651878	196747504	CFH	HGNC Symbol
1	1280436	1292029	SCNN1D	HGNC Symbol
1	204617170	204685738	LRRN2	HGNC Symbol
1	204617170	204685738	LRRN2	HGNC Symbol
1	204617170	204685738	LRRN2	HGNC Symbol
1	11026523	11047233	MASP2	HGNC Symbol
1	11026523	11047233	MASP2	HGNC Symbol
1	157513377	157552515	FCRL5	HGNC Symbol
1	32651142	32686211	RBBP4	HGNC Symbol
1	32651142	32686211	RBBP4	HGNC Symbol
1	32651142	32686211	RBBP4	HGNC Symbol
1	108223341	108244081	NBPF4	HGNC Symbol
1	204828651	205022822	NFASC	HGNC Symbol
1	204828651	205022822	NFASC	HGNC Symbol
1	204828651	205022822	NFASC	HGNC Symbol
1	204828651	205022822	NFASC	HGNC Symbol
1	204828651	205022822	NFASC	HGNC Symbol
1	204828651	205022822	NFASC	HGNC Symbol
1	204828651	205022822	NFASC	HGNC Symbol
1	32680360	32703596	SYNC	HGNC Symbol
1	32680360	32703596	SYNC	HGNC Symbol
1	240489573	240612155	GREM2	HGNC Symbol
1	65419	71585	OR4F5	HGNC Symbol
1	71063291	71081289	ZRANB2	HGNC Symbol
1	71063291	71081289	ZRANB2	HGNC Symbol
1	71063291	71081289	ZRANB2	HGNC Symbol
1	240775515	241357230	RGS7	HGNC Symbol
1	240775515	241357230	RGS7	HGNC Symbol
1	240775515	241357230	RGS7	HGNC Symbol
